number,option1,option2,option1Votes,option2Votes,recommended,active,available,hidden,like,dislike,cat
319,Only be able to eat with a knife,Only be able to eat with your hands,705,2360,0,1,1,0,0,0,
320,Always be itchy,Always be tired,774,2318,0,1,1,0,0,0,
321,Live in a developed country but you are poor,Live in an undeveloped country but you are rich,611,2412,0,1,1,0,0,0,
322,Be very tall,Be very short,2535,660,0,1,1,0,0,0,
323,Always need a watch to tell the time,Always need a clock to tell the time,2613,445,0,1,1,0,0,0,
324,Share a first name with an awful person (Ex: Hitler),Share a birthday with a tragic event (Ex: Sept. 11),637,2425,0,1,1,0,0,0,
325,Be betrayed by your siblings,Be betrayed by your parents,2374,757,0,1,1,0,0,0,
326,Poop your pants when someone laughs,Pee your pants when someone gets angry,399,2569,0,1,1,0,0,0,
327,Never understand what people are saying for the first time,Never be understood the first time you say something,1650,1501,0,1,1,0,0,0,
328,Be able to shrink whenever you want,Be able to grow whenever you want,1559,1560,0,1,1,0,0,0,
329,Only eat expired foods,Only drink expired beverages,597,2414,0,1,1,0,0,0,
330,Live alone on a secluded island,Live in an overpopulated city,1159,1835,0,1,1,0,0,0,
331,Have whatever you say become real,Have whatever you think become real,2294,785,0,1,1,0,0,0,
332,Clone yourself an unlimited amount of times,Clone any object an unlimited amount of times,514,2582,0,1,1,0,0,0,
333,Never see an animal ever again,Have a 70% chance of getting attacked by any animal you see,2025,952,0,1,1,0,0,0,
334,Receive $1 for every step you've taken in your life,Receive $1 for every blink of your eyes you've taken,444,2656,0,1,1,0,0,0,
335,Have no parents at all (assuming you can still exist),Have unsupportive parents,1853,1175,0,1,1,0,0,0,
336,Double your intelligence,Double your attractiveness,1974,1171,0,1,1,0,0,0,
337,Watch the movie,Read the book,2396,674,0,1,1,0,0,0,
338,Have many short-term relationships,Have very few long-term relationships,555,2419,0,1,1,0,0,0,
339,Become the King/Queen of the UK,Become the president of the USA,1683,1435,0,1,1,0,0,0,
340,Erase all of your past bad memories,Erase your past bad impressions in the memories of others,1106,1914,0,1,1,0,0,0,
341,Spend a night on the ocean,Spend a night in a forest,1336,1784,0,1,1,0,0,0,
342,Always fall in love too easily,Always have a very hard time falling in love,988,1998,0,1,1,0,0,0,
343,Have the power to specifically erase 10 of your memories,Be able to see the memories of others by touching them,25389,96640,0,1,1,0,0,0,
344,Travel 10 years into past but you can't return to present,Travel 2 years into the future but you can return to present,39645,74254,0,1,1,0,0,0,
345,Be a vampire hunter,Be a vampire,50484,65864,0,1,1,0,0,0,
346,Become any character from any game,Become any character from any anime,60083,56550,0,1,1,0,0,0,
347,Fly with a Dragon,Swim with a Mermaid,89478,24549,0,1,1,0,0,0,
348,Live happily in a kingdom in the sky,Live happily in a kingdom in the ocean,81115,34320,0,1,1,0,0,0,
349,Ability to heal yourself and not others,Ability to heal others and not yourself,48098,69338,0,1,1,0,0,0,
350,Ability to pause time (only once per day),"Ability to become invisible (lasts an entire day, only once a week)",80701,30227,0,1,1,0,0,0,
351,Make anything appear out of thin air (5 hour cooldown),Hypnotize anyone within seeing distance for 12 hours (30 hour cooldown),82233,30912,0,1,1,0,0,0,
352,Have hair everywhere on you,Have hair nowhere on you,36197,78705,0,1,1,0,0,0,
353,Have infinite knowledge,Be omnipotent,62756,54081,0,1,1,0,0,0,
354,Be stuck living forever,Only live for 10 more years,52584,65916,0,1,1,0,0,0,
355,Be a vampire,Be a werewolf,67852,48948,0,1,1,0,0,0,
356,Have all your fingers permanently replaced by scissors,Have both your feet permanently replaced by butter knives,47571,65951,0,1,1,0,0,0,
357,Redo your life from the start with your current memories,Get a completely new life with no memories,86960,25336,0,1,1,0,0,0,
358,Be any bird,Be any object,68180,48405,0,1,1,0,0,0,
359,Break into a stranger's home and stay for 2 days without them knowing,Stay outside for 6 days,70867,44839,0,1,1,0,0,0,
360,"Get piercings everywhere possible (tongue, ears, eyebrows, bellybutton, etc)",Get tattoos all over your body,35024,79246,0,1,1,0,0,0,
361,Drown to death in the ocean,Burn to death in lava,62567,54295,0,1,1,0,0,0,
362,Know everything about outer space,Know everything about Earth's oceans,73501,40881,0,1,1,0,0,0,
363,"Have the love of your life, but be broke","Be forever alone, but rich",59531,59928,0,1,1,0,0,0,
364,Never be able to play any game again,"Never be able to watch/stream anything again (Ex: Youtube, Netflix)",65891,48489,0,1,1,0,0,0,
365,Work 9 to 5 on a job you hate,Work 7 to 6 on a job you love,12325,105947,0,1,1,0,0,0,
366,Your accused of being a criminal but your family/love-one is the criminal,Your family/love ones is accused of being criminals but you're the criminal,62935,50493,0,1,1,0,0,0,
367,Live a lonely but saintly life,Have lots of friends but be a slightly bad person,43529,68548,0,1,1,0,0,0,
368,Drink hot drinks in Summer,Drink cold drinks in Winter,26280,88482,0,1,1,0,0,0,
369,Lose your sense of touch,Lose your sense of sight,97300,20852,0,1,1,0,0,0,
370,Get a large tattoo of a person you dislike on your back,Get a master's degree in a field you dislike,18022,97861,0,1,1,0,0,0,
371,Pat every animal you see,Sing along to every song you know under any circumstances,47812,49386,0,1,1,0,0,0,
372,Have 1 billion dollars,Get 1 penny and double it every day,39477,75998,0,1,1,0,0,0,
373,Never worry about wealth,Never worry about health,59921,59423,0,1,1,0,0,0,
374,Be the smartest but everyone hates you,Be the stupidest but everyone loves you,56137,57922,0,1,1,0,0,0,
375,Drive for at least 3 hours a day,Play chess for at least 3 hours a day,67278,48632,0,1,1,0,0,0,
376,Be stranded in North Korea for 50 years,Spend 50 years of jail in russia,72155,45040,0,1,1,0,0,0,
377,Have nothing in your life,Have nobody in your life,72935,44657,0,1,1,0,0,0,
378,"Only Eat Fast Food (quick, convenient, many options)","Only Eat Homemade Food (takes longer, cheaper in long run, cooking flexibility)",26799,86646,0,1,1,0,0,0,
379,Be forever happy but someone else is depressed,Be forever depressed but someone else is happy,93244,23373,0,1,1,0,0,0,
380,Wear a sweatshirt in 90 degree weather,Wear a t-shirt in 10 degree weather,46056,69985,0,1,1,0,0,0,
381,Everything stays the way it is and you live double your destined life,"You're born into wealthy and lucky circumstances, but live half of your destined life",68782,43273,0,1,1,0,0,0,
382,Have your dream car but you can't use it,Have a bad car with infinite gasoline,19733,95376,0,1,1,0,0,0,
383,Every food you eat is too salty,Every drink you drink is too sweet,29877,85132,0,1,1,0,0,0,
384,Suffer from a disease without any cure,Suffer a wound that will never heal,34307,79466,0,1,1,0,0,0,
385,Lose Wifi for a year,Prices go up by 20% for you for a year,60602,56970,0,1,1,0,0,0,
386,Always be aroused,Never feel arousal at all,63318,49591,0,1,1,0,0,0,
387,Live in a world without internet,Live in a world without music,56280,60016,0,1,1,0,0,0,
388,Have the ability to time travel to any point in the past,Have the ability to teleport to any location instantly,35308,76722,0,1,1,0,0,0,
389,You live in a fantasy world as an average person (you get to choose the world),You live in the real world but are an above average person (comfortably wealthy & smart),36964,76847,0,1,1,0,0,0,
390,Never be able to eat your favourite food,Eat only your favourite food for the rest of your life,73839,42268,0,1,1,0,0,0,
391,Live-stream your entire life,Never access social media ever again,42064,72918,0,1,1,0,0,0,
392,Only eat burnt food,Always bite your tongue when you eat,52638,64111,0,1,1,0,0,0,
393,Scream loudly while you're asleep,Be blind and deaf for the first 30 mins after waking up,35899,79569,0,1,1,0,0,0,
394,Have 10 billion dollars but only be able to donate it,Only make money from donations your entire life,75663,40189,0,1,1,0,0,0,
395,Never be able to feel anything emotionally again,Never be able to feel anything physically again,44339,70200,0,1,1,0,0,0,
396,"Never be able to go outside, but you have internet","Be able to go outside, but have no internet",48818,65208,0,1,1,0,0,0,
397,Go to jail for one year,Receive three years of house arrest,39168,74872,0,1,1,0,0,0,
398,Have a painless death right now,Stay alive but have a very painful death when the unknown time comes,57377,57888,0,1,1,0,0,0,
399,Only be able to kiss your spouse,Only be able to hug your spouse,65492,50696,0,1,1,0,0,0,
400,Kill someone but have no one know,Don't kill anyone but have everyone think you did,86195,28263,0,1,1,0,0,0,
401,Never listen to music again,Always hear music playing,29642,85312,0,1,1,0,0,0,
402,Have to go to school in a shopping cart pushed by your mom,Have to go to school in a wagon pulled by your dad,43137,70324,0,1,1,0,0,0,
403,Only be able to swim in pools with hot water,Only be able to swim in pools with very cold water,58873,56568,0,1,1,0,0,0,
404,Have a brain freeze every time you drink,Have a toothache every time you eat,89317,23099,0,1,1,0,0,0,
405,"Always have a runny, stuffy nose","Always have a mild, dry cough",40264,76050,0,1,1,0,0,0,
406,Drink water from a flushed public toilet,Lick a public bathroom floor,46977,68340,0,1,1,0,0,0,
407,Never be able to watch movies,Never be able to read books,38668,75624,0,1,1,0,0,0,
408,Never experience romantic love at all,Discover your true love but be unable to have them,63776,49984,0,1,1,0,0,0,
409,Marry your enemy but you will slowly become COMPATIBLE,Marry your crush but you will slowly become INCOMPATIBLE,97590,19929,0,1,1,0,0,0,
410,Be the ONLY person that DOESN'T get to live forever,Be the ONLY person that GETS TO live forever,68995,46975,0,1,1,0,0,0,
411,Have a romantic relationship with a dog,Have a romantic relationship with a cat,55311,56415,0,1,1,0,0,0,
412,Tongue-kiss a dog/cat,Tongue-kiss a stranger's armpit,60288,51321,0,1,1,0,0,0,
413,Play video games for the rest of your life,Watch movies for the rest of your life,77180,38353,0,1,1,0,0,0,
414,Always have a random taste in your mouth,Be unable to have taste in your mouth,74681,38971,0,1,1,0,0,0,
415,Have only one hand,Have only one leg,61914,53079,0,1,1,0,0,0,
416,Always be lonely,Always be surrounded by others,37455,76134,0,1,1,0,0,0,
417,Have more time,Have more money,47272,67795,0,1,1,0,0,0,
418,Be in your favorite video game,Be on your favorite show,59627,55779,0,1,1,0,0,0,
419,Have free public transportation,Have free public utilities,53652,61623,0,1,1,0,0,0,
420,Live in a DC world,Live in a Marvel world,33427,83907,0,1,1,0,0,0,
421,Be the only child in your family,Have a lot of siblings,54596,61294,0,1,1,0,0,0,
422,Be a super villain,Be a superhero,48069,67182,0,1,1,0,0,0,
423,only celebrate your birthday,only celebrate the birthdays' of others,40187,75366,0,1,1,0,0,0,
424,Live with people who are obsessed with you,Live with people who hate you (no physical violence),92096,23988,0,1,1,0,0,0,
425,Live in a very chaotic society,Live in a strictly controlled society,70218,43833,0,1,1,0,0,0,
426,Be able to predict the actions of others,Be able to influence the actions of others,52720,61729,0,1,1,0,0,0,
427,Drink a shot of hot sauce,Drink a shot of soy sauce,58585,58419,0,1,1,0,0,0,
428,Have everything you eat taste like chicken,Have every voice you hear sound like Kanye West,69929,44861,0,1,1,0,0,0,
429,Marry your parents,Marry your siblings,26544,82742,0,1,1,0,0,0,
430,Only be able to use curse words,Be mute,66181,50515,0,1,1,0,0,0,
431,Drink sewer water,Eat food from the sewer,71462,40049,0,1,1,0,0,0,
432,Receive $1 million today,Receive $5 million in ten years (unadjusted for inflation),66274,49184,0,1,1,0,0,0,
433,Go without shampoo for the rest of your life.,Go Without a comb/brush for the rest of your life.,38936,74421,0,1,1,0,0,0,
434,See who actually loves you,See who hates you,80950,31930,0,1,1,0,0,0,
435,Have to kill your best friend,Have to kill your sibling,69004,44470,0,1,1,0,0,0,
436,Be 10 times smarter than the smartest person,Be 10 times stronger than the strongest person,83197,32543,0,1,1,0,0,0,
437,be super racist,be super sexist,56952,56811,0,1,1,0,0,0,
438,Have someone die when you touch them,Have someone die when you make eye contact with them,70798,44139,0,1,1,0,0,0,
439,"Become a god, but with NO powers and be loved",Become satin with all powers and be hated,60797,39187,0,1,1,0,0,0,
440,Be single for life,Have a partner that acts like a child,58354,58443,0,1,1,0,0,0,
441,Stay isolated for the rest of your life,Have no privacy for the rest of your life,67714,48920,0,1,1,0,0,0,
442,Have all knowledge but be unable to explain things,Have very limited knowledge but be good at explaining things,72271,42394,0,1,1,0,0,0,
443,Have a home gym,Have a home cinema,57898,57831,0,1,1,0,0,0,
444,Be funny but not cool,Be cool but not funny,70355,46199,0,1,1,0,0,0,
445,Get a flat tire,Run out of gas,65915,54264,0,1,1,0,0,0,
446,Only have spoons,Only have forks,69383,46099,0,1,1,0,0,0,
447,$200 every time you get hurt,$20 every time you help someone,71671,46495,0,1,1,0,0,0,
448,Be an Elder Sibling,Be a Younger Sibling,57876,57680,0,1,1,0,0,0,
449,Take care of animals in a shelter,Take care of children in an orphanage,72382,41398,0,1,1,0,0,0,
450,Have a medieval house,Have a modern house,25655,90213,0,1,1,0,0,0,
451,have a lazy partner,have a stupid partner,67160,49952,0,1,1,0,0,0,
452,Always be too cold,Always be too hot,80203,33155,0,1,1,0,0,0,
453,spend 2 years in prison,Spend your weekends in prison for the next 5 years,56468,57521,0,1,1,0,0,0,
454,Live in Paris but feel depressed,Live in North Korea but feel happy,63757,51740,0,1,1,0,0,0,
455,Die before your partner,Die after your partner,58779,56599,0,1,1,0,0,0,
456,Only speak in Morse code,Only speak in binary,72591,40850,0,1,1,0,0,0,
457,Be not cool but smart,Be cool but be dumb,92165,25265,0,1,1,0,0,0,
458,Fight in an ancient war,Fight in a modern war,62688,52477,0,1,1,0,0,0,
459,Cheat on someone,Be cheated on,49578,67368,0,1,1,0,0,0,
460,Always be constipated,Always have diarrhea,69740,46172,0,1,1,0,0,0,
461,Have the power to do whatever you want without getting in trouble,Be able to change the probability of any outcome,51588,61555,0,1,1,0,0,0,
462,Have your parachute fail while skydiving,Have an engine failure while flying a helicopter,41204,71082,0,1,1,0,0,0,
463,Have any item of clothing you want,Have any food item you want,54090,61144,0,1,1,0,0,0,
464,Stub your toe once every day,Whack your funny bone every other day,44734,70217,0,1,1,0,0,0,
465,Be the opposite sex for a day,Be an animal of your choosing for a day,59285,53870,0,1,1,0,0,0,
466,Be able to shrink whenever you want,Be able to grow whenever you want,58409,58106,0,1,1,0,0,0,
467,Live alone on a secluded island,Live in an overpopulated city,46139,69840,0,1,1,0,0,0,
468,Have whatever you say become real,Have whatever you think become real,87100,29649,0,1,1,0,0,0,
469,Never see an animal ever again,Have a 70% chance of getting attacked by any animal you see,77220,39455,0,1,1,0,0,0,
470,Have no parents at all (assuming you can still exist),Have unsupportive parents,71353,44716,0,1,1,0,0,0,
471,Double your intelligence,Double your attractiveness,71127,43255,0,1,1,0,0,0,
472,Become the King/Queen of the UK,Become the president of the USA,60945,52095,0,1,1,0,0,0,
473,Erase all of your past bad memories,Erase your past bad impressions in the memories of others,41401,72212,0,1,1,0,0,0,
474,Spend a night on the ocean,Spend a night in a forest,50557,65084,0,1,1,0,0,0,
475,Always fall in love too easily,Always have a very hard time falling in love,37934,80060,0,1,1,0,0,0,
476,Be able to walk on water without drowning,Be able to touch fire without burning,59200,57260,0,1,1,0,0,0,
477,Have all your family hate you,Have everyone but your family hate you,55305,62317,0,1,1,0,0,0,
478,Have your voice delayed by 5 seconds,Have your vision delayed by 5 seconds,98034,14347,0,1,1,0,0,0,
479,Go Skydiving,Go Deep Sea Diving,78563,37300,0,1,1,0,0,0,
480,Lose all your memories but keep skills,Lose all your skills but keep memories,53664,63547,0,1,1,0,0,0,
481,"Always feel happy, but act angry","Always feel angry, but act happy",77238,40572,0,1,1,0,0,0,
482,Never need to sleep,Never need to eat,82790,34616,0,1,1,0,0,0,
483,Only be able to play your favorite game,Be able to play any game except for your favorite game,38135,77603,0,1,1,0,0,0,
484,Have Strong Legs,Have Strong Arms,51111,66624,0,1,1,0,0,0,
485,Have very buck teeth,Have very crooked teeth,60284,56982,0,1,1,0,0,0,
486,Proficient in a foreign language,Proficient in mathematics,60133,56360,0,1,1,0,0,0,
487,"Fail every class in school, but everyone is proud/happy for you","Pass every class in school, but everyone hates/envy you",49622,63592,0,1,1,0,0,0,
488,Lose the ability to talk,Lose the ability to walk,69860,46055,0,1,1,0,0,0,
489,Have to kill five strangers,Have to kill one person you know,56853,58884,0,1,1,0,0,0,
490,Have a set-out path in life,Have complete unknowns,54088,61814,0,1,1,0,0,0,
491,Have a bad body odor,Have bad breath,30541,83638,0,1,1,0,0,0,
492,Stay outside all your life,Stay inside all your life,61648,55927,0,1,1,0,0,0,
493,Always have to travel by train,Always have to travel by bus,71035,44905,0,1,1,0,0,0,
494,Be stuck reliving the same good day over and over again,Have every bad day of your life repeated twice,54133,59107,0,1,1,0,0,0,
495,Hike a large mountain,Run a marathon,51215,34604,0,1,1,0,0,0,
496,Be attractive but very annoying,Be unattractive but very charismatic,30587,56608,0,1,1,0,0,0,
497,Be stuck outside all your life,Be stuck inside all your life,45948,41567,0,1,1,0,0,0,
498,Accidently drop a baby,Accidently drop three puppies,31266,57007,0,1,1,0,0,0,
499,Be an amazing pianist,Be an amazing drummer,54913,30785,0,1,1,0,0,0,
500,You can fly but only in the cardinal directions (cannot go up or down) 15ft above ground,You can teleport but only within a 1.6km (1mi) radius,14891,72718,0,1,1,0,0,0,
501,Have a clone of yourself,Be able to control someone else,22459,63570,0,1,1,0,0,0,
502,Never have homework in school,Never have an exam in school,32519,54685,0,1,1,0,0,0,
503,Have to document a plant's growth over ten years,Have to document a child's growth over ten years,34888,50960,0,1,1,0,0,0,
504,Have an unlimited army of gnomes for eternity,Be a demigod,24635,60615,0,1,1,0,0,0,
505,Only be able to sing,Only be able to dance,58406,27786,0,1,1,0,0,0,
506,Act on broadway,Act in Movies/T.V.,13010,72356,0,1,1,0,0,0,
507,Live underground,Inhabit an isolated mountaintop,37613,48303,0,1,1,0,0,0,
508,Have a spouse but no personal friends,Have no spouse but have friends,34557,50734,0,1,1,0,0,0,
509,Have to sell your pet(s) but collect the revenue,Have to give your car away for free,41997,43166,0,1,1,0,0,0,
510,"Teleport, but every time you do you slowly lose your eyesight","Have super speed, but have to eat 25k calories a day to maintain it",24505,60301,0,1,1,0,0,0,
511,Have 10 wishes,Be a genie that grants wishes,71951,13676,0,1,1,0,0,0,
512,Have Your Back Cracked By A Chiropractor,Have Your Mind Explored by a Psychic to uncover your deepest thoughts and emotions,42294,44802,0,1,1,0,0,0,
513,Only Eat Fruits,Only Eat Vegetables,65588,23407,0,1,1,0,0,0,
514,Always over spice your food,Always have your food taste bland,58119,24981,0,1,1,0,0,0,
515,Lose your mobile phone,Lose your PC,38205,49389,0,1,1,0,0,0,
516,Always be tired but not sick,Always be sick but not tired,63287,20259,0,1,1,0,0,0,
517,Have four hands,Have four feet,78105,11812,0,1,1,0,0,0,
518,Save your dad from falling off a cliff,Save your mom from falling off a cliff,24916,55677,0,1,1,0,0,0,
519,Be short but buff,Be tall but skinny,34409,52142,0,1,1,0,0,0,
520,ALWAYS SUMMER,ALWAYS WINTER,46011,42099,0,1,1,0,0,0,
521,Lick the inside of a stranger's ear,Lick a stranger's armpit,53370,31691,0,1,1,0,0,0,
522,Get stuck with a needle each time you lie,Get skinnier each time you tell the truth,48038,39855,0,1,1,0,0,0,
523,Have 100 duck-sized elephants,Have one elephant-sized duck,38081,47574,0,1,1,0,0,0,
524,Instantly know when someone is lying to you,Be able to lie without ever being caught,50191,37783,0,1,1,0,0,0,
525,Be unable to speak at all (mute),Have to say every thought that comes into your mind out loud,54969,32268,0,1,1,0,0,0,
526,Only be able to play Fortnite for the rest of you live,Only be able to play Minecraft for the rest of you life,24826,63098,0,1,1,0,0,0,
527,Never be able to have kids (no adoption),Have three babies delivered to your doorstep right now,49935,36892,0,1,1,0,0,0,
528,Die in 10 years but happy and with people,Die in 50 years alone and unhappy,68694,17876,0,1,1,0,0,0,
529,Drink orange juice for the rest of your life,Drink apple juice for the rest of your life,41700,46050,0,1,1,0,0,0,
530,Improve your physical health by 50%,Improve your mental health by 50%,46380,39706,0,1,1,0,0,0,
531,Only be able to read,Only be able to write,68305,19303,0,1,1,0,0,0,
532,Have a gaming laptop,Have a gaming PC,19529,66332,0,1,1,0,0,0,
533,Have your spouse picked for you,Have your permanent career picked for you,36737,48203,0,1,1,0,0,0,
534,Be a fool but optimistic,Be smart but pessimistic,31516,54427,0,1,1,0,0,0,
535,Be able to drink anything but have a 50% chance of choking each time,Only be able to drink water but only have a 1% chance of choking,19610,65648,0,1,1,0,0,0,
536,Listen to music from the 80s and 90s,Listen to music from 2010s and 2020s,32750,53544,0,1,1,0,0,0,
537,Be very obese,Be very skinny,14477,73637,0,1,1,0,0,0,
538,Have tongues for fingers,Have a finger as a tongue,31922,55300,0,1,1,0,0,0,
539,See the future,Change the past,48194,39551,0,1,1,0,0,0,
540,Only be able to play one game from each game studio,Only be able to play the games made by one game studio,58028,24336,0,1,1,0,0,0,
541,Play a small part in a good movie,Play the main part in a terrible movie,70504,16580,0,1,1,0,0,0,
542,Have no hair anywhere,Have never ending growing hair,49660,39479,0,1,1,0,0,0,
543,Have the memory of a goldfish,Have the neck of a giraffe,47777,38478,0,1,1,0,0,0,
544,Never be able to draw,Never be able to write,68435,18845,0,1,1,0,0,0,
545,"Never be able to say ""No""","Never be able to say ""Yes""",39088,47070,0,1,1,0,0,0,
546,Have fingers for toes,Have toes for fingers,69634,17307,0,1,1,0,0,0,
547,Only eat salty food,Only eat sugary food,56448,27283,0,1,1,0,0,0,
548,Re-live 5 years of your life,Erase 5 years of your life,66960,22565,0,1,1,0,0,0,
549,Travel by yourself,Travel with family,36520,52031,0,1,1,0,0,0,
550,Live in the town you were born in forever,Never see the town you were born in again,33360,54480,0,1,1,0,0,0,
551,Have to poop every 35 minutes,Have to pee every 35 minutes,7192,81296,0,1,1,0,0,0,
552,Have everyone judge/think about everything you do,Have nobody care about you at all,41133,44678,0,1,1,0,0,0,
553,Have no fingernails,Have no eyelashes,44529,44228,0,1,1,0,0,0,
554,Spend your entire summer at the beach,Spend your entire summer in the mountains,48996,36335,0,1,1,0,0,0,
555,Tell your best friend all your secrets,Tell your parents all your secrets,68165,35312,0,1,1,0,0,0,
556,Always consciously breathe,Always consciously blink,35958,50187,0,1,1,0,0,0,
557,Everyone fears you,Everyone loves you,15018,48772,0,1,1,0,0,0,
558,Have a fast death,Have a slow death,76860,13186,0,1,1,0,0,0,
559,Fart in public,Burp in public,22070,67106,0,1,1,0,0,0,
560,Leave your family,Leave your friends,25976,61797,0,1,1,0,0,0,
561,Only be able to operate during the day,Only be able to operate during the night,58288,26793,0,1,1,0,0,0,
562,Only be able to SUBSCRIBE,Only be able to LIKE THE VIDEO,34064,50005,0,1,1,0,0,0,
563,Have an extra finger,Have an extra toe,50120,38852,0,1,1,0,0,0,
564,Be a sport champion,Be a memory champion,51904,34996,0,1,1,0,0,0,
565,Become a sentient toilet,Become a sentient punching bag,25969,61002,0,1,1,0,0,0,
566,Be Married Forever,Be Single Forever,59978,23650,0,1,1,0,0,0,
567,Have to kiss a random family member,Have to kiss a random stranger,33664,51800,0,1,1,0,0,0,
568,Have your home infested with rats,Have your home infested with snakes,53611,32041,0,1,1,0,0,0,
569,Lose your arms,Lose your legs,25671,59247,0,1,1,0,0,0,
570,Get $100M right now,Receive three wishes from a Genie right now,12220,72852,0,1,1,0,0,0,
571,Live in a school,Live in a kids park,65011,20782,0,1,1,0,0,0,
572,Be Cruel in a Kind World,Be Kind in a Cruel World,41198,46462,0,1,1,0,0,0,
573,No electricity,No internet,21965,65067,0,1,1,0,0,0,
574,Cure cancer,Cure world hunger,48243,39729,0,1,1,0,0,0,
575,Fly first class for every commercial flight,"Private jet for every flight, but only be able to bring 50% of luggage",52439,33026,0,1,1,0,0,0,
576,Shatter the minds of the people that you speak to,Severely beat up people that you touch,39650,42975,0,1,1,0,0,0,
577,Have the IQ of everyone in the world combined,Have the wealth of everyone in the world combined,35389,51059,0,1,1,0,0,0,
578,Own all the weapons in the world but only master one,Master all the weapons in the world but only use one,46610,48749,0,1,1,0,0,0,
579,Have one ear but three eyes,Have three ears but one eye,64430,54223,0,1,1,0,0,0,
580,Control time,Control the weather,71297,14870,0,1,1,0,0,0,
581,Always be clueless,Always be paranoid,48452,37185,0,1,1,0,0,0,
582,Be a doctor,Be a lawyer,43925,44103,0,1,1,0,0,0,
583,Be able to explore the Universe,Be able to explore the unknows of the Earth,52166,32772,0,1,1,0,0,0,
584,Have everyone in the world be slightly smarter (In terms of IQ).,Have everyone in the world be moderately stronger (In terms of muscle mass).,54379,30767,0,1,1,0,0,0,
585,Become a famous dancer,Become a famous singer,15137,71948,0,1,1,0,0,0,
586,Have you entire photo gallery shared with your family,Never use a smartphone again,12700,3876,0,1,1,0,0,0,
587,Use eye drops made of vinegar,"Use toilet paper, made from sandpaper",6483,10310,0,1,1,0,0,0,
588,Never have to wait for anything,Never have to work for anything,6097,10609,0,1,1,0,0,0,
589,Have your mind serve as an iPod so you can listen to music anytime,Be able to watch your dreams on television,7898,8625,0,1,1,0,0,0,
590,"Always travel for free, but be unable to choose the destination","Always pay to travel, but go wherever you desire",9209,7297,0,1,1,0,0,0,
591,Be able to fly at walking speed,Be able to run at 100 mph (160km/h),5963,10681,0,1,1,0,0,0,
592,Have the ability to become invisible,Have the ability to read minds,7738,8894,0,1,1,0,0,0,
593,Eat only pizza for a year,Eat only sushi for a year,10725,6039,0,1,1,0,0,0,
594,Live without music,Live without television,4535,12107,0,1,1,0,0,0,
595,Spend a year living in a submarine,Spend a year living in a space station,3842,12731,0,1,1,0,0,0,
596,Have a pause button for your life,Have a rewind button for your life,5335,10978,0,1,1,0,0,0,
597,Live without the internet,Live without air conditioning and heating,5952,10503,0,1,1,0,0,0,
598,Taste anything you touch,Be unable to taste anything,9305,7385,0,1,1,0,0,0,
599,Be a prodigy at a young age but burn out later,Achieve success late in life but last longer,2676,13682,0,1,1,0,0,0,
600,Be famous when you are alive and forgotten when you die,Be unknown when you are alive but famous after you die,8846,7410,0,1,1,0,0,0,
601,Have a lifetime of free international first-class plane tickets,Have a lifetime of free five-star hotel accommodations,6053,10372,0,1,1,0,0,0,
602,Have super sensitive taste,Have super sensitive hearing,8307,8052,0,1,1,0,0,0,
603,Never lose your phone again (no trackers),Never lose your keys again (no trackers),10713,5880,0,1,1,0,0,0,
604,Be able to change the smell of anything at will,Be able to change the taste of any food at will,3960,12586,0,1,1,0,0,0,
605,Have to walk on all fours wherever you go,Have to hop on one foot wherever you go,6809,9546,0,1,1,0,0,0,
606,Become ten years younger,Become ten years older,11315,5345,0,1,1,0,0,0,
607,Write a best-selling novel,Create a popular music album,5661,10959,0,1,1,0,0,0,
608,Win a trip to the moon,Win a trip to every country on Earth,3401,12809,0,1,1,0,0,0,
609,Be a character in your favorite video game,Be a character in your favorite movie,7589,8384,0,1,1,0,0,0,
610,Have a car that can drive underwater,Have a car that can fly,2392,13654,0,1,1,0,0,0,
611,Live in a house with no windows,Live in an all-glass house,10448,5647,0,1,1,0,0,0,
612,Be a famous director,Be a famous actor,5006,11159,0,1,1,0,0,0,
613,Win an Olympic medal,Win an Academy Award,9087,7206,0,1,1,0,0,0,
614,Have a permanent clown nose,Have permanent elf ears,2180,13833,0,1,1,0,0,0,
615,Never have to work again,Never have to clean again,11023,5309,0,1,1,0,0,0,
616,Always have the best hair,Always have the best outfit,6471,9657,0,1,1,0,0,0,
617,Win the lottery but lose all your friends,Remain broke but keep your friends,7622,8450,0,1,1,0,0,0,
618,Be able to write/type extremely fast,Be able to read extremely fast,7972,8138,0,1,1,0,0,0,
619,Return every nonessential item you've ever bought,Never be able to buy anything nonessential again,10212,5497,0,1,1,0,0,0,
620,Have been born 10 years earlier,Have been born 10 years later,11948,4520,0,1,1,0,0,0,
621,Be known for your intelligence,Be known for your beauty,11427,4685,0,1,1,0,0,0,
622,Live life as a silent film,Live life as a musical,4947,10848,0,1,1,0,0,0,
623,"Live one life that lasts 1,000 years",Live 10 lives that last 100 years each,4761,11460,0,1,1,0,0,0,
624,Be stranded in the jungle,Be stranded in the desert,13401,2587,0,1,1,0,0,0,
625,Have to perform surgery with no training on a loved one,Have to fly an empty plane with no training (might crash and harm others),4365,11496,0,1,1,0,0,0,
626,Be the funniest person alive,Be the most attractive person alive,7489,8403,0,1,1,0,0,0,
627,Be hunted by a cult with modern weapons,Be hunted by a pack of lions,5698,10055,0,1,1,0,0,0,
